factual_id,brand,name,size,category,upc,ean13,upc_e,ingredients,servings,serving_size,calories,fat_calories,total_fat,sat_fat,trans_fat,cholesterol,sodium,potassium,total_carbs,dietary_fiber,sugars,protein,manufacturer,avgPrice,image_urls,userName
3fc2094f-a874-4429-abc7-ba88f7e27cc4,Pebbles,Cinna-Crunch,13 oz; 368 g,Breakfast Foods,43000129913,43000129913,,Sugar#Whole Grain Oat Flour#Corn Flour#Wheat#Partially Hydrogenated Sunflower Oil#Salt#Cinnamon#Turmeric (Color)#BHT Added To Packaging To Preserve Product Freshness#Vitamins#Minerals: Niacinamide#Reduced Iron#Zinc Oxide (Source Of Zinc)#Vitamin B6#Vitamin A Palmitate#Thiamin Mononitrate (Vitamin B1)#Riboflavin (Vitamin B2)#Folic Acid#Vitamin B12#Vitamin D,12,1-1/4 cup (31 g),130,15,1.5,0,0,0,110,25,,1,16,1,Cadbury,1.89,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/4/70814.jpg,null
7e297de5-0e90-487f-8f50-853bb5e108c0,Fuse,Fuel Cabernet Sauvignon 2008 Wine,750 ml,Food,7.52E+11,7.52E+11,,,,,,,,,,,,,,,,,Cadbury,19.99,http://img01.static-nextag.com/image/FUEL-Cabernet-Sauvignon-2008/1/000/008/989/242/898924258.jpg,null
077c06f4-d941-4fb1-8700-e81d9a39ce52,Pebbles,Cereal Marshmallow Mania,11.5 oz; 326 g,Breakfast Foods,43000129821,43000129821,,,12,28 g,110,5,0.5,0,0,0,60,35,,1,13,1,Cadbury,2.95,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/8/353978.jpg,null
89cc3802-3f18-48c2-9b29-fd4ca272b409,Tempo,Sloppy Joe Mix,2 oz,Extracts# Herbs & Spices,41409000802,41409000802,,Yellow Corn Flour#Sugar#Dextrose#Onion#Salt#Spices#Garlic#Green Bell Pepper#Celery Seed#Natural Flavor,6,1 tablespoon,30,0,0,0,0,0,490,610,,0,4,0,Cadbury,1.08,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/9/41019.jpg#http://ecx.images-amazon.com/images/I/51J3ZGYR5DL._SY300_.jpg,null
54ed6dbd-d792-44e0-93cd-4d84d861dff8,Pebbles,Cereal,3.75 oz; 106 g,Breakfast Foods,43000129937,43000129937,,Packaging Material To Preserve Product Freshness#Vitamins#Minerals: Niacinamide#Reduced Iron#Zinc Oxide (Source Of Zinc)#Vitamin B6#Vitamin A Palmitate#Thiamin Mononitrate (Vitamin B1)#Riboflavin (Vitamin B2)#Folic Acid#Vitamin B12#Vitamin D,3,1.25 cup,130,15,1.5,0,0,0,110,25,,1,16,1,Cadbury,,null,null
a0a599e1-fe25-4426-8e93-24b7fcb42b14,Picnic,Luncheon Meat,12 oz; 340 g,,53400342447,53400342447,,Mechanically Separated Chicken#Salt#Sugar#Sodium Tripolyphosphate#Flavorings#Sodium Ascorbate#Sodium Nitrate,6,1 oz,110,80,9,2,0,35,490,0,,0,0,8,Cadbury,,null,null
32498d30-6894-4303-8cce-9ccae6f63a63,Tempo,Seafood Bake Lemon Dill,3.5 oz,Bread,41409000406,41409000406,,,9,1.5 tablespoon,40,0,0,0,0,0,210,610,,0,1,1,Cadbury,,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/3/636233.jpg#http://ecx.images-amazon.com/images/I/51QKY17K8BL._SL500_AA300_PIbundle-12#TopRight#0#0_AA300_SH20_.jpg,null
8f2041b0-cb7e-41c7-a4c3-d12439bb8de6,Tempo,Supreme Breading Plain,4.25 oz; 120 g,Bread,41409000604,41409000604,,Wheat Flour#Malted Barley Flour#Yellow Corn Flour#Cornstarch#Nonfat Dry Milk#Sugar#Sodium Acid Pyrophosphate#Sodium Bicarbonate (For Leavening)#Salt#Guar Gum#Egg Whites#Artificial Flavor,4,3 tablespoon,100,5,0,0,0,0,470,610,,0,3,3,Cadbury,2.05,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/3/636243.jpg,null
70952181-4606-4b00-89d0-3c311803771b,Tempo,Car Case Starter Kit,1 kit,Face Makeup,37000352525,37000352525,,,,,,,,,,,,,,,,,Cadbury,12.87,http://img01.static-nextag.com/image/Tempo-Black-Leather-Car/1/000/012/607/751/1260775122.jpg,null
34416d0b-12c4-4681-ac6b-0cdc1d745fcd,Double Decker,Moon Pie,2.75 oz; 78 g,Cakes,72108010120,72108010120,,Enriched Flour#Wheat Flour#Niacin#Reduced Iron#Thiamine Mononitrate#Riboflavin#Folic Acid#Corn Syrup#High Fructose Corn Syrup#Sugar#Partially Hydrogenated Vegetable Oil#Palm Kernel#Coconut & Palm#Defeated Soy Flour#Soybean Oil#Gelatin#Baking Soda#Salt#Soy Lecithin#Sodium Acid Pyrophosphate#Sodium Sulfite#Natural & Artificial Flavors#Color Added,1,1 package,300,70,7,5,0,0,230,0,,1,27,4,Cadbury,,null,null
dee349c4-26a6-4d98-a957-e7c09bb17f49,Tempo,Italian Meatball Mix,2.75 oz,Extracts# Herbs & Spices,41409000208,41409000208,,,7,1.5 tablespoon,35,5,0.5,2.5,0,65,310,610,,1,3,1,Cadbury,0.88,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/7/41017.jpg#http://ecx.images-amazon.com/images/I/51A93ND9X5L._SL500_AA300_.jpg,null
acff0de3-1331-45ce-95a0-4ef2aeb96f97,Twirl,T3 1-1 Curling Iron,4 in,Hair Care,8.83E+11,8.83E+11,,,,,,,,,,,,,,,,,Cadbury,87.5,http://ecx.images-amazon.com/images/I/21tgCvzQYkL._SL500_AA300_.jpg#http://img01.static-nextag.com/image/T3-Twirl-1-1/1/000/007/205/751/720575122.jpg,null
1abeb1e4-8914-4a2c-a0d3-2543792e60f0,Tempo,Chili Mix Southwestern Old Style,2 oz,Sauces,41409000901,41409000901,,Dextrose#Yellow Corn Flour#Salt#Spices#Onion#Paprika (For Color)#Garlic Powder#Natural Flavors,3,1.5 teaspoon,300,5,0.5,0,0,0,1210,610,,1,6,1,Cadbury,1.18,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/0/41020.jpg#http://ecx.images-amazon.com/images/I/51A15N0WHVL._SL500_AA300_.jpg,null
c2ba2a87-57bb-42b1-9dc6-266b2e80e1ca,Picnic,Potted Meat Food Product,3 oz; 85 g,Prepared Meals,53400330444,53400330444,,Mechanically Separated Chicken#Defatted Cooked Beet Fatty Tissue#Beef Tripp#Water#No More Than 2% Of: Corn Syrup#Flavorings#Vinegar#Salt#Dextrose#Extracts Of Paprika#Sodium Nitrate,,,,,,,,,,,,,,,Cadbury,,null,null
0749a2aa-3acc-4099-862c-f57a490cad1f,Chomp,Yip Yap Dog Breath Fresh,,Pet Care,8.11E+11,8.11E+11,,,,,,,,,,,,,,,,,Cadbury,,http://ak.buy.com/PI/0/250/211946667.jpg,null
1cf92aee-31d0-4054-8fb0-b03a0754daf0,Chomp,Pit-r-Pat Breath Fresheners For Cats 12 PKG,43 oz,Dog Treats,8.11E+11,8.11E+11,,,,,,,,,,,,,,,,,Cadbury,18.46,http://ak.buy.com/PI/0/250/211946656.jpg#http://ecx.images-amazon.com/images/I/41NKeisS%2BEL._SL500_AA300_.jpg#http://img01.static-nextag.com/image/Chomp-Inc-Pitr-Pat/10/000/011/021/057/1102105745.jpg,null
f7e36083-d6b2-4f3a-9329-db00f3700208,Tempo,Liquid Detergent Heavy Duty With Bleach,128 fl oz; 3.79 lt,Detergent,6.40E+11,6.40E+11,,Anionic Surfactants#Wetting Agents#Soil Removers#Soil Anti-Redeposition Agents#Brighteners#Colorants#Fragrance,,,,,,,,,,,,,,,Cadbury,,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/3/844593.jpg,null
af53fd01-be76-4561-b5a4-6e39c4c79921,Tempo,Glass Cleaner,32,,6.40E+11,6.40E+11,,,,,,,,,,,,,,,,,Cadbury,,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/9/961909.jpg,null
37ef424c-194e-48a8-804c-87aa720541ba,Tempo,Sc Ultra Pest Control Concentrate,32 ml,Insect & Pest Repellent,7.24E+11,7.24E+11,,2-Dichloroethenyl#2-Dimethylcyclopropanecarboxylate 11,,,,,,,,,,,,,,,Cadbury,,http://www.pet-dog-cat-supply-store.com/shop/shop_image/product/8efa8f81f3ff73376dcef3ffd3073d5d.jpg#http://www.petwholesaler.com/images/product/detail/d_36349.jpg,null
4e8c2412-72e0-49cd-a880-0515d126b409,Picnic,Pork Shoulder,,,2.01E+11,2.01E+11,,,,,,,,,,,,,,,,,Cadbury,,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/7/176497.jpg,null
46230e3b-be48-4b37-8d6c-31a711faa786,Pinky,Vodka,700 ml,Alcoholic Beverages,8.92E+11,8.92E+11,,Certified Color Added#Fd&C Yellow 5,,,,,,,,,,,,,,,Cadbury,,null,null
d1e98cd1-1c57-4ce0-a544-cc01506e6586,Pebbles,Spectrastone Grey Pearlettes Decorative Gravel,5 lb,Pet Care,15851130059,15851130059,,,,,,,,,,,,,,,,,Cadbury,,http://ak.buy.com/PI/0/250/203466900.jpg#http://www.pet-dog-cat-supply-store.com/shop/shop_image/product/large468622.jpg,null
7287d1c1-2910-499e-8134-b032c32c1b0b,Pebbles,Cereal,11 oz,Breakfast Foods,8.85E+11,8.85E+11,,Rice#Sugar#Hydrogenated Vegetable Oil (Coconut#Palm Kernel Oils)#Salt#Contains Less Than 0#5% Of Confectioner's Glaze#Natural#Artificial Flavor#Yellow 5#Carnauba Wax#Yellow 5 Lake#Red 3#Yellow 6#Blue 1 Lake#Red 40,10,0.75 cup,120,10,1,1,0,0,200,20,,0,11,1,Cadbury,,http://ecx.images-amazon.com/images/I/61Hgm-ira9L._SL500_AA300_PIbundle-4#TopRight#0#0_AA300_SH20_.jpg#http://media.itemmaster.com:80////0/0/0/63/f73fe564-b246-4c72-acc2-340c9caadced.jpg?originalFormat=tga,null
2afb0067-8503-4747-af83-1437b9743c7b,Tempo,Antacid Anti-Gas,30 tables,,3.12E+11,3.12E+11,,Active#Each Tablet Contains Aluminum Hydroxide 200Mg#Magnesium Hydroxide 200 Mg#(Antacids)#Aspartame#D & C Red No#30 Aluminum Lake D & C Yellow No#1- Aluminum Lake#Flavor#Magnesium Stearate#Maltoxextrin#Sofritol#Phenylketonurics: Contains Phenylalanine 2#25 Mg Per Tablet,,,,,,,,,,,,,,,Cadbury,,null,null
01166fc3-ef23-4618-ab97-62f90608aa17,Twirl,Kate Spade For Women Eau De Parfum Spray,0.5 oz,Fragrances,7.19E+11,7.19E+11,,,,,,,,,,,,,,,,,Cadbury,69.5,http://Img2.targetimg2.com/wcsstore/TargetSAS//img/p/13/99/13994942.jpg#http://ecx.images-amazon.com/images/I/31wAJL1LhYL._SL500_AA300_.jpg#http://www.parfumery.com/pictures/large/719346135030.jpg,null
7774b421-ba0f-4d84-bf4d-02b8b11fa570,Tempo,Bathroom Tissue,12 roll,,37000193050,37000193050,,,,,,,,,,,,,,,,,Cadbury,,null,null
91cdc02e-0e9a-4109-8270-53815dce1c5f,Tempo,Car Case Starter Kit,10 refills,,37000371410,37000371410,,,,,,,,,,,,,,,,,Cadbury,,null,null
072fa85b-bfe5-4713-bb05-2c2a44ebd811,Tempo,Liquid Detergent Original Scent Heavy Duty,128 fl oz; 3.79 lt,Detergent,6.40E+11,6.40E+11,,Anionic Surfactants#Wetting Agents#Soil Removers#Soil Anti-Redeposition Agents#Brighteners#Colorants#Fragrance,,,,,,,,,,,,,,,Cadbury,,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/2/844592.jpg,null
179ba9fb-e925-486a-848e-d390c8dd2c17,Tempo,Meat Loaf Mix,2.75 oz,Seasonings,41409000109,41409000109,,Toasted Bread Crumbs#Salt#Tomato Powder#Onion Flavoring#Herbs & Spices,4,3 tablespoon (20 g),70,10,0.5,0,0,0,700,610,,1,0,2,Cadbury,1.25,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/6/41016.jpg#http://ecx.images-amazon.com/images/I/51XHP5JE7NL._SL500_AA300_.jpg,null
7e6be834-495b-4d2c-bc7e-d34a32c85ac7,Tempo,Swedish Meat Ball Mix,2.75 oz,Extracts# Herbs & Spices,41409000307,41409000307,,Toasted Bread Crumbs#Salt Dextrose#Msg#Hydrolyzed Vegetable Protein#Onion#Garlic#Spices#Spice Extractives,4,3 tablespoon (20 g),40,5,0.5,0,0,0,360,610,,1,0,1,Cadbury,1.5,http://c1.soap.com/images/products/p/p/zqb/zqb-8612_1.jpg#http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/8/41018.jpg#http://ecx.images-amazon.com/images/I/51HPSANDGTL._SY300_.jpg,null
b80f7fd5-28af-4d87-a4c5-08f3b7cf98b8,Tempo,Multi-Task Sheets,18 packs,,37000349648,37000349648,,,,,,,,,,,,,,,,,Cadbury,,null,null
1404e5eb-e2ab-49b6-b9a0-5999776d50b6,Time Out,Beijing Guides,,,74992000201,74992000201,,,,,,,,,,,,,,,,,Cadbury,16.03,http://ecx.images-amazon.com/images/I/31Yy9nJee2L._SL500_AA300_.jpg,null
66463b83-5aa5-4f66-abc1-e611fb033af7,Picnic,Chicken Vienna Sausages,5 oz; 142 g,,53400321923,53400321923,,Mechanically Separated Chicken#Water#Salt#Contains No More Than 2% Of: Corn Syrup#Flavorings#Sugar#Sodium Erythorbate#Paprika#Sodium Nitrate,2,3 links,130,110,12,4,0,55,340,0,,0,0,5,Cadbury,,null,null
0169f4a7-3c9f-4798-af2a-912fc66f2645,Tempo,Antacid Anti-Gas,60 tablet,,3.12E+11,3.12E+11,,Dried Aluminum Gel#Magnesium Hydroxide#Simethicone#Aspartame#D&C Red No#30 Aluminum Lake#D&C Yellow No#10 Aluminum Lake#Flavor#Magnesium Stearate#Sorbitol#Phenlketonurics,,,,,,,,,,,,,,,Cadbury,,null,null
3327b3d3-681d-4c37-a976-d92d90a5c06f,Caramilk,Candy,52 g,Candy,65912001088,65912001088,,Sugar#Milk#Glucose Syrup#Glucose-Fructose#Modified Palm Oil#Modified Vegetable Oil#Vegetable Oil#Unsweetened Chocolate#Cocoa Butter#Salt#Soy Lecithin#Citric Acid#Sodium Bicarbonate#Calcium Chloride#Natural#Artificial Flavour,,1 ea,260,0,13,8,0,10,55,0,,0,23,2,Cadbury,,null,null
83d334a7-6e8d-4448-82ab-3037bcf03248,Tempo,Sc Ultra Insecticide,240 ml,Pest Control,7.24E+11,7.24E+11,,2-Dichloroethenyl#2-Dimethylcyclopropanecarboxylate 11,,,,,,,,,,,,,,,Cadbury,46.99,http://img01.static-nextag.com/image/Bayer-Tempo-Pest-Control/10/000/007/608/506/760850633.jpg#http://www.pet-dog-cat-supply-store.com/shop/shop_image/product/3b290a69f086365378632bb3b483c766.jpg#http://www.wholesale-garden-supplies.com/images/product/detail/d_14835.jpg,null
6d142142-ff37-4faa-8721-f9d544e9df0b,Dream,Dream Protein Creamy French Vanilla,,Vitamins & Supplements,8.26E+11,8.26E+11,,,,,,,,,,,,,,,,,Cadbury,,http://ecx.images-amazon.com/images/I/21LcRsZ3xPL.jpg,null
8fd91fa0-ecdf-4816-8be4-e3ad7199c996,Maybelline,New York Expert Wear Twin Brow And Eye Pencils 104 Light Brown,0.06 oz,Eye & Eyebrow Makeup,41554530339,41554530339,,Rhus Succedanea Fruit Wax#Hydrogenated Vegetable Oil#Lanolin#Ozokerite#Hydrogenated Cottonseed Oil#Silica#Ceresin#Talc#Synthetic Beeswax#Stearic Acid#Cetyl Alcohol#Zinc Stearate#Sorbitan Stearate#Polysorbate 60#Methylparaben#Propylparaben#Bht#Butylparaben#Citric Acid#May Contain: Ci 77491#Ci 77492#Ci 77499/Iron Oxides#Ci 77891/Titanium Dioxide#Ci 77400/Bronze Powder#Ci 77000/Aluminum Powder#Ci 42090/Blue,,,,,,,,,,,,,,,L'Oréal Group,3.34,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/1/64201.jpg#http://ecx.images-amazon.com/images/I/41Y5hhxJsEL._SL500_AA300_.jpg#http://img01.static-nextag.com/image/Maybelline-New-York-Expert/10/000/010/188/363/1018836386.jpg#http://pics2.ds-static.com/prodimg/10984/300.jpg#http://static-resources.goodguide.net/images/entities/large/141766.jpg#http://www.myotcstore.com/store/i/is.aspx?path=/images/M-productimages/MaybellineExpertEyeliner/ALM59TC04.jpg,null
89945ce1-c4af-4b49-9f93-6c7683bbcecb,Matrix,Biolage Color Care Conditioner,16.9 oz,Hair Conditioners,8.84E+11,8.84E+11,,Water#Cetyl Alcohol#Glycerin#Dicetyldimomium Chloride#Quaternium-18#Dimethicone#Stearyl Alcohol#Sorbitol#Octylmethoxycinnamate#Panthenol#Sunflower Seed Oil (Helianthus Annuus)#Nettle Extract (Urtica Dioica)#Rosemary Oil (Rosemarinus Officinali,,,,,,,,,,,,,,,L'Oréal Group,14.97,http://ak.buy.com/PI/0/500/220700913.jpg#http://ecx.images-amazon.com/images/I/31OcTtotnpL._SY300_.jpg,null
f2933167-5d0c-4782-a7df-dc884c5fae96,Matrix,Biolage Color Care Shampoo,33.8 fl oz; 1 lt,Hair Care,90174404599,90174404599,,,,,,,,,,,,,,,,,L'Oréal Group,19.95,http://cdn-x.stockngo.com/media/catalog/product/m/a/matrix-biolage-colorcare-shampoo-33.8oz-1.jpg#http://img01.static-nextag.com/image/Biolage-by-Matrix-Color/10/000/009/342/802/934280299.jpg#http://static-resources.goodguide.net/images/entities/large/123644.jpg,null
14f59a53-132d-4899-a1b4-16648aa64220,Maybelline,Shine Seduction Glossy Lipcolor 510 Cherry Drizzle,510 cherry drizzle,Lip Makeup,41554534481,41554534481,,,,,,,,,,,,,,,,,L'Oréal Group,20.35,http://ak.buy.com/PI/0/500/221421181.jpg#http://ecx.images-amazon.com/images/I/11KIXulqf2L._SL500_AA300_.jpg#http://www.beautyencounter.com/products/large/041554534481.jpg,null
164af505-0dd7-4036-99d2-114089d3e847,Maybelline,Wet Shine Wet Look Nail Color Pink H20,0.5 fl oz; 14.7 ml,Nail Makeup,41554657968,41554657968,,,,,,,,,,,,,,,,,L'Oréal Group,2.97,http://ecx.images-amazon.com/images/I/41RrsFvFRfL._SL500_AA300_.jpg#http://static-resources.goodguide.net/images/entities/large/123654.jpg,null
ad2c57ad-cda1-4917-ad74-9ad0d719298e,Vichy,Moisturizer Cream,1.7 oz; 50 g,Skin Care,8.54E+11,8.54E+11,,,,,,,,,,,,,,,,,L'Oréal Group,,null,null
b0d00544-0284-4eca-9c5a-3f0fe6ee068c,Maybelline,Lipstick,0.15 oz; 4.2 g,Cosmetics,41554520934,41554520934,,,,,,,,,,,,,,,,,L'Oréal Group,,null,null
5173e228-d490-4233-8c33-2ffbf4ac6814,L'Oreal,Creme Eye Shadow,0.19 fl oz; 5.9 ml,Face Makeup,71249028551,71249028551,,,,,,,,,,,,,,,,,L'Oréal Group,2.49,http://ecx.images-amazon.com/images/I/31aZ6icKL9L._SL500_AA300_.jpg,null
c128e477-fcfb-48ef-8cf3-e6f46f67e8b5,Clarisonic,Mia Sonic Cleansing System Kelly Green,,Face Cleansers & Scrubs,1.84E+11,1.84E+11,,,,,,,,,,,,,,,,,L'Oréal Group,122.1,http://ecx.images-amazon.com/images/I/21WnIuVMT7L._SL500_AA300_.jpg#http://img01.static-nextag.com/image/Clarisonic-Mia-Sonic-Cleansing/10/000/010/345/105/1034510513.jpg#http://pics2.ds-static.com/prodimg/382241/300.JPG,null
4af12206-122a-437f-b0da-79f200dfe9c7,L'Oreal,Ideal Balance Stick Concealer For Combination Skin Light Medium,0.08 oz; 2.5 g,Face Makeup,71249071595,71249071595,,,,,,,,,,,,,,,,,L'Oréal Group,14.95,http://ecx.images-amazon.com/images/I/21Lm00eN2FL._SL500_.jpg#http://static-resources.goodguide.net/images/entities/large/123406.jpg,null
472a1f4b-a568-4ccd-8a07-1fec37bba895,L'Oreal,Everstyle Alcohol-Free Volume Root Lifting Spray,8.5 oz,Hair Styling Aids,71249218082,71249218082,,Aqua/Water/Eau#Vp/Va Copolymer#Acrylates Copolymer#Quaternium-80#Phenoxyethanol#Behentrimonium Chloride#Triethanolamine#Caprylyl Glycol#Parfum/Fragrance#Citrus Aurantium Dulcis Oil/Orange Peel Oil#Laureth-4,,,,,,,,,,,,,,,L'Oréal Group,5.51,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/1/994841.jpg#http://ecx.images-amazon.com/images/I/31uYeuIOG5L._SL500_AA300_.jpg#http://i.walmartimages.com/i/p/00/07/12/49/21/0007124921808_300X300.jpg#http://media.itemmaster.com:80////0/0/0/165/1c3f84d3-8bb5-445f-a7ec-4d2c9aa58bd9.jpg?originalFormat=tga#http://pics1.ds-static.com/prodimg/389298/300.JPG#http://static-resources.goodguide.net/images/entities/large/435393.jpg#http://www.myotcstore.com/store/i/is.aspx?path=/images/L-productimages/LorealHairCare/Root_753251.jpg#http://www.prestoimages.net/store20/rd648/648_pd2171367_th1.jpg,null
83081b61-dc19-44ec-9cff-329533343caa,L'Oreal,Light Softening Powder Blush,0.25 oz; 7.2 g,Face Makeup,71249038505,71249038505,,Talc#Nylon 12#Polymethylsilsesquioxane#Titanium Dioxide#Cetyl Dimethicone#Phenoxyethanol#Trimethysiloxysilicate#Alumina#Methylparaben#Glycerin#Ethylparaben#Butylparaben#Silica#Isobutylparaben#Propylparaben#May Contain (+/-): Iron Oxides#Ci 77491#Ci 77492#Ci 77499#Mica#Red 30 (Ci 73360)#Red 7 (Ci 15850)#Manganese Violet#Carmine (Ci 75470)#Ultramarines#Chromium Hydroxide Green (Ci 77289)#Chromium Hydroxide Greens (Ci 77288)#Ferric Ferrocyanide (Ci,,,,,,,,,,,,,,,L'Oréal Group,12.99,http://a1468.g.akamai.net/f/1468/580/1d/pics.Drugstore.com/prodimg/150405/100.jpg#http://ecx.images-amazon.com/images/I/21K71OlR1zL.jpg#http://img01.static-nextag.com/image/L-Oreal-Feel-Naturale/1/000/005/292/699/529269926.jpg,null
7866d18e-0642-4517-bba5-b666d3e2309e,L'Oreal,Excellence Blonde Supreme Super Protective Color Creme Level 3 Permanent Extra Light Ash Blonde 01,1 application,Hair Color,71249184141,71249184141,,,,,,,,,,,,,,,,,L'Oréal Group,8.69,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/3/116043.jpg#http://static-resources.goodguide.net/images/entities/large/123406.jpg,null
108f7a7d-6e96-4a8b-9fb8-1fd520d1d517,L'Oreal,Majirel Permanent Color Creme Ionene G Incell 4.42 4Cv,,Personal Care,6.70E+11,6.70E+11,,,,,,,,,,,,,,,,,L'Oréal Group,9.99,http://ak.buy.com/PI/0/500/223674524.jpg#http://ecx.images-amazon.com/images/I/41D4zPsoBAL._AA300_.jpg#http://www.beautyencounter.com/products/large/670281002408.jpg,null
53e62f18-7088-4df7-8f4b-d890df0adda8,Maybelline,Lip Plumper,0.08 fl oz; 2.4 ml,Lip Makeup,41554029161,41554029161,,,,,,,,,,,,,,,,,L'Oréal Group,4.15,http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/5/685515.jpg#http://ecx.images-amazon.com/images/I/11rUZyBJrmL._AA300_.jpg,null
3e631891-7480-4183-bb56-f83b4c37cec9,Mizani,Butter Blend Rhelaxer Coarse Resistant,30 oz,Hair Conditioners,8.76E+11,8.76E+11,,Aqua/Water#Petrolatum#Paraffinum Liquidum/Mineral Oil#Cetearyl Alcohol#Polysorbate 60#Propylene Glycol#Sodium Hydroxide#Behentrimonium Methosulfate#Peg-75 Lanolin#Polyquaternium-6#Parfum/Fragrance#Theobroma Cacao/Cocoa Seed Butter#Butylrospermum Parkii/Shea Butter#Hydroxypropyltrimonium Honey,,,,,,,,,,,,,,,L'Oréal Group,12.12,http://ak.buy.com/PI/0/250/227366382.jpg#http://ecx.images-amazon.com/images/I/41GLpWMRDEL._AA300_PIbundle-1#TopRight#0#0_AA300_SH20_.jpg,null
bc4eb369-fad0-4d19-8aab-7f1f294d737b,Maybelline,Dream Mousse Eye Shadow Ivory Illusion #10,0.12 oz; 3.5 g,Eye & Eyebrow Makeup,41554525410,41554525410,,,,,,,,,,,,,,,,,L'Oréal Group,,http://ecx.images-amazon.com/images/I/4114WKi6XKL._SL500_AA300_.jpg,null
04722626-4a5d-407a-9504-f677b5399d4f,Redken,Shimmer One 20 Min. Shine-Infusing Color Cream Hair Coloring Products 5Na Neutral Ash,,Hair Color,7.44E+11,7.44E+11,,,,,,,,,,,,,,,,,L'Oréal Group,,http://ecx.images-amazon.com/images/I/31kcW5e2bZL._AA300_.jpg,null
76204aca-057d-4bc1-af71-0149df855e5e,L'Oreal,Creme Nail Enamel,0.5 fl oz; 15 ml,Nail Makeup,71249652534,71249652534,,Butyl Acetate#Ethyl Acetate#Propyl Acetate#Nitrocellulose#Tosylamide Eposy Resin#Ethyl Tosylamide#Isopropyl Alcohol#Stearalkonium Bentonite#Stearalkonium Hectorite#Polyurethane#Benzophenonee-1#Citric Acid#Oxidized Polyethylene#May Contain; Titanium Dioxide#Iron Oxide#D&C Red No#6 Barium Lake#7 Calcium Lake#34 Calcium Lake#Bismuth Oxychloride#Mica#D&C Yellow No#5 Aluminum Lake#Ferric Ammonium Ferrocyanide#Guanine,,,,,,,,,,,,,,,L'Oréal Group,,http://static-resources.goodguide.net/images/entities/large/123406.jpg,null
a1c17f8d-ac06-4cbb-b918-c46d1763bfdb,Matrix,Amplify Volumizing System Root Lifter,8.5 fl oz; 250 ml,Hair Styling Aids,8.02E+11,8.02E+11,,Aqua/Water/Eau#Pvp#Chitosan#Lactic Acid#Peg-40 Hydrogenated Castor Oil#Parfum/Fragrance#Peg-60 Almond Glycerides#Methylparaben#Polysorbate 20#Peg-40#Chlorhexidine Dihydrochloride#Ethylparaben#Panthenol#Citronellol#Benzyl Benzoate#Amyl Cinnamal#Cocodimonium Hydroxypropyl Silk Amino Acids#Hexyl Cinnamal#Geraniol#Alpha-Isomethyl Ionone#Hydrolyzed Rice Protein#Ci 42053/Green 3,,,,,,,,,,,,,,,L'Oréal Group,18.3,http://ak.buy.com/PI/0/500/210682622.jpg#http://ecx.images-amazon.com/images/I/31sQZkR81NL._SL500_AA300_.jpg,null
e58062b8-379d-45a2-af24-4f42b6c59446,Matrix,Imprints Demi-Permanent Gelucent Color 4V Light Brown Violet,2 oz,Personal Care,8.02E+11,8.02E+11,,,,,,,,,,,,,,,,,L'Oréal Group,6.65,http://ak.buy.com/PI/0/500/230761709.jpg#http://ecx.images-amazon.com/images/I/51TjKtR46eL._SL500_AA300_.jpg#http://pics2.ds-static.com/prodimg/470612/300.JPG,null
1e827de2-cf9d-4eb9-b943-848a14cacdc2,L'Oreal,Color Presso,0.34 fl oz; 10 ml,Lip Makeup,71249153109,71249153109,,,,,,,,,,,,,,,,,L'Oréal Group,0.32,http://ecx.images-amazon.com/images/I/21xIyyiODGL._AA300_.jpg,null
caa010b9-4dab-4400-8fb4-9a7ed15ab06a,L'Oreal,Serie Expert Vitamino Color Protecting Shampoo,16.9 oz,Personal Care,9.40E+11,9.40E+11,,Vitamin E,,,,,,,,,,,,,,,L'Oréal Group,20.5,http://ak.buy.com/PI/0/500/220738481.jpg#http://ecx.images-amazon.com/images/I/41JMkAOPpQL._SY300_.jpg,null
